SquareRootSum,Well Name,API Number
24813.68472868147,PAULSON 36-1  #6H,33-053-06440-0000
28228.2581884253,HOLSTEIN FEDERAL 7-25H2,33-053-06445-0000
25980.69879660861,ECKERT 41X-6H,33-053-06460-0000
25470.461488469344,STENEHJEM  31X-28C,33-053-06539-0000
25289.884976727357,ECKERT FOUNDATION 152-102-22-15-1H,33-053-06565-0000
26198.81919137769,OLD HICKORY 42-32TFH,33-053-06571-0000
19640.9621850891,DAILEY 12-11LL,33-053-06608-0000
25290.17640947765,LUNDIN 14X-33EXF,33-053-06620-0000
24622.13463907831,WILEY 7-25H,33-053-06681-0000
25267.384104612018,BOGGS 2-29-32T2HD,33-053-06694-0000
25611.756912420125,STATE 5-25-24TH,33-053-06720-0000
25579.760545900346,AMUNDSON 44X-22D,33-053-06739-0000
25031.09751230257,ANDERSMADSON 5201 43-24 8T,33-053-06796-0000
27405.182136378877,RICHARD 8-5 #6TFH,33-053-06817-0000
24654.11618643832,HOMER 14X-32AXD,33-053-06853-0000
26229.099045146406,SMOKEY 2-16-21-16HA,33-053-06857-0000
25418.483611043757,LOOMER 44-33-2TFH,33-053-06907-0000
25163.91134172905,MILES 4-6H1,33-053-06174-0000
26631.645016588816,RICHARD 8-5 #3TFH,33-053-06372-0000
25939.14575717751,KIRKLAND 14-21TFH ULW,33-053-06421-0000
25213.659186022564,ROEN 24X-23BXC,33-053-06744-0000
25934.167597840886,STENEHJEM 13H,33-053-06915-0000
25467.543016005686,JOHNSRUD  5198 14-18 14B,33-053-06983-0000
25304.91412754645,ROLFSON N  5198 12-17 5T,33-053-07036-0000
23899.316640448113,FOREMAN 1-2-1T3H,33-053-07072-0000
25602.75238107028,FOREMAN 3-2-1BHR,33-053-07075-0000
25276.336940973073,JOHNSON 31X-6CXD,33-053-07093-0000
24572.64077868718,BB-BUDAHN- 150-95-0506H-6,33-053-07129-0000
25397.449317144034,ERNIE 4-2-11T2HD,33-053-07145-0000
25649.899339911648,FURLONG 151-94-21A-28H,33-053-07261-0000
25427.140435282927,ROLFSON S 5198 11-29 4T,33-053-07268-0000
25309.44924120041,FORT BERTHOLD 152-94-13A-24-15H,33-053-07274-0000
19739.160658386667,SKAAR FEDERAL 153-96-30-2H,33-053-07288-0000
25556.95228160236,TARENTAISE FEDERAL 3-19H,33-053-07544-0000
25039.18217511107,HA-ROLFSRUD- 152-96-1720H-11,33-053-07569-0000
24552.78553078856,HA-LINK- 152-95-3526H-7,33-053-07615-0000
25975.544345836144,HEINZ 18-19 #3H,33-053-07630-0000
26337.784233219012,OYLOE 5199 42-23 7T,33-053-07648-0000
25276.24872132928,HELSINGBORG FEDERAL 153-96-27-22-4H,33-053-07697-0000
25729.98866714869,BB-LARS ROTHIE- LE-151-95-2932H-1,33-053-07740-0000
26420.428577871327,OTIS 2-28-33T2HD,33-053-07979-0000
25827.174517054707,WHOOPING 150-94-33C-28H-TF2,33-053-07987-0000
25710.165987181023,KOALA 44-31TFH,33-053-07402-0000
25549.04764003739,RUBY PARSHALL 31-30HC,33-053-07567-0000
25262.84665872989,AN-DINWOODIE- 153-94-2833H-3,33-053-07691-0000
24534.80505568365,USA 153-95-22D-15-4H,33-053-05785-0000
25916.068527770567,HOFFMAN 149-98-14-23-10H,33-053-05334-0000
26128.38034322258,NELSON FEDERAL 21X-5B,33-053-05842-0000
25956.884019689267,BULLRUSH 2-7-9UTFH,33-053-05923-0000
25150.9028468582,HA-THOMPSON- 152-95-1720H-10,33-053-06061-0000
25719.69563782783,NELSON 24X-11F,33-053-06139-0000
25449.528691166364,JONES 5-15-22TH,33-053-06234-0000
25803.706027873206,TOBACCO GARDEN 11X-17B,33-053-06593-0000
25474.42732131382,KOALA 44-5-2H,33-053-06881-0000
25944.90302761026,CAPER 4-15-22H,33-053-05234-0000
25194.921874766747,BULL 152-94-18B-19H-TF,33-053-05473-0000
25329.769982060636,STATE 2-16-21BH,33-053-05826-0000
24834.838110855486,JAMES FEDERAL 16-35H,33-053-06094-0000
26134.47998951768,BW-ERLER- 149-99-1522H-4,33-053-06181-0000
25706.389629358688,ROLFSRUD STATE  152-96-29-32-13HLW,33-053-06193-0000
24826.95630891753,NORDENG 3-5H,33-053-06203-0000
25398.85151221606,KOALA 13-31-30-4H3,33-053-06246-0000
26783.026336961997,RICHARD 8-5 #7H,33-053-06373-0000
24575.581883701147,HOMER 14X-32E,33-053-06396-0000
25597.91637199403,SIMPSON 151-102-5-8-4H,33-053-06574-0000
26627.60997567938,MERTON 21-15MBH,33-053-06598-0000
25256.355695539292,BOGGS 8-29-32BHD,33-053-06693-0000
25559.92561499544,SKAAR FEDERAL 153-96-28-21-5H,33-053-06736-0000
25349.636914561517,SADDLE BUTTE  21-16 MBH-3SH,33-053-06784-0000
25743.407611083658,GUDMURI 1-1-26TFH-ULW,33-053-06826-0000
25063.060675057226,ANDERSMADSON 5201 42-24 5B,33-053-06862-0000
25199.438520350013,BW-NORGARD- 149-100-1102H-2,33-053-05992-0000
25250.065734015425,MIRAMAR 3-32H1,33-053-06054-0000
26355.143407547606,ROVELSTAD 21-13HU,33-053-06412-0000
25213.490826531735,AN-BRENNA- 153-94-3130H-4,33-053-06967-0000
25722.657388009116,JOHNSRUD  5198 14-18 15TX,33-053-06982-0000
25496.497695958165,ROLFSON N  5198 11-17 4B,33-053-07097-0000
25368.75560865373,LAWLAR N 5199 42-23 6B,33-053-07113-0000
25046.565110787145,LAWLAR N 5199 43-23 9B,33-053-07120-0000
24858.740262281997,GULLIKSON 44-34H,33-053-07293-0000
24754.85799640951,KOALA 14-32HU,33-053-07309-0000
26079.59535945487,STENEHJEM 6H,33-053-07318-0000
25701.026625255654,TIPI V 3-13-12BH,33-053-07451-0000
26190.15806219008,OYLOE 5199 43-23 9B,33-053-07527-0000
25726.37183977562,TARENTAISE FEDERAL 5-19H,33-053-07546-0000
25525.800293508917,YELLOWSTONE 3H,33-053-07582-0000
25287.458959193587,BB-LARS ROTHIE- 151-95-3229H-6,33-053-07673-0000
25813.23184161371,BB-LARS ROTHIE- 151-95-2932H-2,33-053-07737-0000
25669.124651380305,SC-1WX -152-99-0809H-7,33-053-07845-0000
23435.14432983932,RAVINE 152-94-16A-21H,33-053-07961-0000
25417.526413874344,YELLOWSTONE 4HR,33-053-08108-0000
25810.15667721721,TARENTAISE FEDERAL 4-19H2,33-053-07545-0000
25444.949990835117,STENEHJEM 5H,33-053-06470-0000
26258.745056845346,STENEHJEM  31X-28H,33-053-06542-0000
25547.80933591176,DAILEY 4-12-13T2H,33-053-06605-0000
19333.71010460486,PANZER 4-20MLH,33-053-03731-0000
25416.339638368463,POLK 1-33H,33-053-03837-0000
25003.33519772912,FORT BERTHOLD 152-93-9C-10-5H,33-053-03851-0000
25528.145260086952,JORE FEDERAL 2-11-4H,33-053-04151-0000
25763.812022852908,HOVDE 33-4 4H,33-053-04416-0000
25563.470694481217,KOALA  16-32-29-1H3,33-053-04505-0000
24997.251829849214,MABEL FEDERAL 5201 41-12T,33-053-04886-0000
24226.181448014046,ARCHER 44-25TFH,33-053-05120-0000
25692.6979983983,JOHNSON 150-99-34-27-2H,33-053-04298-0000
25525.395675373966,STEEN 149-101-13-24-4H,33-053-04401-0000
26360.567031655446,BRODERSON  30-31 3H,33-053-04599-0000
25718.353682397712,NORFOLK 4-1H,33-053-04634-0000
26061.50333066763,KOESER 4X-26H,33-053-04641-0000
26430.643184381646,LOOMER 41X-3F,33-053-04930-0000
25490.083438270656,ROCHESTER 4-24H,33-053-04379-0000
18870.718862714268,SAND CREEK STATE 153-96-16-3H,33-053-04824-0000
25727.35072175913,MORSETTE 35-26HX,33-053-04862-0000
25880.073307796098,AN-EVENSON 152-95-0310H-2,33-053-05027-0000
25209.440245846396,RITA 24X-34E,33-053-05173-0000
26183.308830940372,SC-5WX- 152-99-0310H-1,33-053-05195-0000
25512.364996048484,NORGARD 21-13-2H,33-053-05261-0000
25399.726808365478,FORT BERTHOLD 152-93-19D-18-4H,33-053-05450-0000
25127.54815154276,AN-EVENSON- LW-152-95-1003H-1,33-053-05795-0000
25534.75975019346,MORSETTE 35-26HD,33-053-04861-0000
25159.418122224128,BIG BEND 21-2TFH,33-053-05166-0000
24709.359413438866,STATE 154-94-31C-32-2H,33-053-04469-0000
26180.239161323567,LUCILLE 1X-27H,33-053-04607-0000
26020.122895407316,ROLLEFSTAD FEDERAL 13-3H,33-053-04738-0000
26220.58540797478,ROEN FEDERAL 24-10H,33-053-04770-0000
27299.671258101258,BULLY FEDERAL 44X-20F,33-053-04896-0000
25442.62295695159,AUGUSTA 5200 11-28B,33-053-04936-0000
26565.770821446156,SKARSTON 1-12 #5H,33-053-05084-0000
25295.926988037027,HOLM 150-98-5-8-3H,33-053-05090-0000
24929.25246561557,HA-CHAPIN 152-95-3229H-4,33-053-05137-0000
25801.412244342362,ZORRO 27-34-26-35LL,33-053-05156-0000
24688.26628745729,CRATER LAKE 21-14MBH,33-053-05188-0000
23759.9336866099,HARLEY 31-2TFH,33-053-05213-0000
24362.914979585265,VAN HISE TRUST  153-95-28D-21-5H,33-053-05236-0000
25654.443618593643,NORGARD 41-13-2H,33-053-05262-0000
25610.85679570287,ROCHESTER FEDERAL 7-24H1,33-053-05283-0000
25939.641644959167,HAGEN BANKS 5298 #42-31 5B,33-053-05514-0000
25708.760907599182,HAYMAKER 31-15TFH-B,33-053-05690-0000
25247.914440452303,HA-SWENSON- 152-95-1819H-8,33-053-05814-0000
26137.348419503076,JOHNSRUD FEDERAL 34X-14C,33-053-06256-0000
26286.80670614824,ROLFSRUD STATE 14X-36F,33-053-04944-0000
24591.448914956192,HA-THOMPSON 152-95-2017H-5,33-053-05091-0000
24427.67311800287,BLUE RIDGE 44-31MBH,33-053-05105-0000
26017.809358208848,KELTER FEDERAL 7-1H2,33-053-05128-0000
26132.973786762195,LOOMER 24X-34A,33-053-05167-0000
25523.8818796064,RITA 24X-34A,33-053-05174-0000
24553.662906617785,VAN HISE TRUST  153-95-28D-21-4H,33-053-05235-0000
26081.927981650435,VEEDER 3-27-34BH,33-053-05244-0000
26325.5222430933,HOVLAND 150-99-26-35-2H,33-053-05264-0000
25212.88949133954,JERRY 5-8H,33-053-05299-0000
23358.947056962992,ROLFSRUD STATE 152-96-29-32-2HZ,33-053-05303-0000
26158.712302070606,SEQUOIA 14-9TFH,33-053-05326-0000
26044.09467353588,SEQUOIA 24-9TFH,33-053-05328-0000
26063.041237785357,HOFFMANN FEDERAL 149-98-11-2-3H,33-053-05331-0000
25344.600932119647,PIRATE  3-2-11H,33-053-05379-0000
20391.259972745676,MANDAREE 135-05H,33-053-05392-0000
24419.11567276956,BB-BELQUIST- 150-95-1110H-3,33-053-05398-0000
28793.94845005457,BRIER  5200 44-22 3B,33-053-05442-0000
23942.35066543133,USA 153-95-4B-8-2HS,33-053-05539-0000
25231.248090643472,COPPER DRAW 21-27MBH,33-053-05561-0000
26589.002476181766,KOALA 4-4-29-1H,33-053-05592-0000
25648.652942813587,KOALA 4-4-28-3H3,33-053-05594-0000
25645.978947291132,WALTON FEDERAL 41X-19G,33-053-05647-0000
24636.038285343282,USA 153-95-22D-15-5H,33-053-05784-0000
25504.486197547678,ASBECK FEDERAL 21-16-1H,33-053-05802-0000
25869.843617223512,WAHLSTROM 152-102-34-27-2H,33-053-05834-0000
24718.712841426433,OLSON 4-8H1,33-053-05892-0000
25073.45791488681,FORT BERTHOLD 152-93-19D-18-14H,33-053-05901-0000
25893.257051149438,LILLIBRIDGE 41-27MBH,33-053-05927-0000
25217.85419306131,SIMPSON 151-102-5-8-2H,33-053-06099-0000
26255.75664474555,BW-NORGARD- 149-100-1102H-4,33-053-06112-0000
25715.724347884894,BW-JOHNSON- 149-99-1003H-6,33-053-06180-0000
25433.89253229635,RITA 44X-34C,33-053-06302-0000
25112.48992394223,THOMPSON 1-29-32T2HD,33-053-06417-0000
25306.963988359013,BB-EIDE- LE-151-95-3328H-1,33-053-06664-0000
26878.631690473012,FLATLAND FEDERAL 11-4-5TFH,33-053-06747-0000
25286.91601733197,RYAN 14X-9B,33-053-06905-0000
25301.518959542725,NORMAN 11-4TFH ULW,33-053-05468-0000
26440.123874689016,HA-DAHL- LW-152-95-0706H-1,33-053-05972-0000
24685.649503760276,SAND CREEK FEDERAL 153-96-21-28-2H,33-053-06064-0000
26055.20745388338,JUANITA USA 13-35H,33-053-06868-0000
25685.927702197172,HYSTED 5200 12-30 10B,33-053-06891-0000
26358.538504621232,CHERYL 17-20 XE #1H,33-053-06900-0000
25659.91785723407,RYAN 14X-9EXF,33-053-06904-0000
28603.277017588385,HOLSTEIN FEDERAL 3-25H2,33-053-06449-0000
22918.179251906116,HENDRICKSON FEDERAL 5-36H1,33-053-06617-0000
25051.192441959724,KLINE FEDERAL 5300 31-18 15T,33-053-06755-0000
25489.53838151056,ROLFSON N  5198 14-17 9B,33-053-07040-0000
24734.257346643742,ROLLA FEDERAL 31-3-4TFH,33-053-07151-0000
23714.22669754171,KOALA 31-25-3H,33-053-07521-0000
25445.395771620453,FORT BERTHOLD 152-94-24D-13-6H,33-053-05404-0000
24930.30257870129,RUBY STATE FEDERAL 34X-36A,33-053-05432-0000
25160.410341091418,MASTON 34-27 #3TFH,33-053-05730-0000
18906.970989624435,WOLLAN 152-96-27A-5H,33-053-05743-0000
24973.078876744454,MARLENE 42X-20G,33-053-04974-0000
26103.12964402736,ELERY 1-13H,33-053-05178-0000
26676.302595982073,EIDE 150-99-7-6-3H,33-053-05228-0000
26843.97721875244,WAHUS STATE 152-97-12-1-4H,33-053-05286-0000
25392.461180880044,CHERRY STATE 21-16-2H,33-053-05315-0000
19938.971707690947,MACK 12-2H2,33-053-05343-0000
25759.943633527226,OTIS 4-28-33BHR,33-053-05424-0000
24812.81781468804,RUBY STATE FEDERAL 34X-36F,33-053-05430-0000
28554.785598650535,BRIER  5200 44-22 4T2,33-053-05441-0000
25309.90290358499,HA-NELSON A-LW- 152-95-3427H-1,33-053-05486-0000
25845.50041845582,BW-R PETERSON- 149-99-1102H-2,33-053-05547-0000
25833.627555115057,SLUGGER 5-16-21H,33-053-05550-0000
18577.331181846333,HAY DRAW 21-33 SWD,33-053-05556-0000
25906.558809461745,BERQUIST 31X-2D,33-053-05584-0000
27861.077537819674,GARFIELD FEDERAL 7-5H1,33-053-05596-0000
25572.157305976358,BB-BUDAHN A- 150-95-0403H-9,33-053-05619-0000
25462.829923009343,MCCABE  150-101-24-13-3H,33-053-05654-0000
25646.863184664515,BULLRUSH 34-10TFH-A,33-053-05668-0000
26207.291596874333,OTIS 28-29-32-33LL,33-053-05694-0000
25511.791659669845,HAYMAKER 44-22MBH-A,33-053-05696-0000
25491.730262594967,HAYDON 44-22TFH-ULW,33-053-05699-0000
26239.676349088226,HA-MOGEN- 152-95-0805H-9,33-053-05725-0000
22057.697438536055,SCOTTSDALE 2-31H,33-053-05764-0000
25929.294879429326,MOBERG 2-20-21BH,33-053-05779-0000
26080.641679853277,WEHRUNG 150-99-14-23-4H,33-053-05804-0000
26209.297220833676,DAVE 11X-16E,33-053-05819-0000
25600.030701145653,NYGAARD 150-101-28-33-3H,33-053-05860-0000
25651.83182022095,PAULSON  150-101-23-14-4H,33-053-05869-0000
25318.29803347966,BW-HEDSTROM- 149-100-1201H-2,33-053-05893-0000
25278.984714018876,HOFFMANN  14X-12A,33-053-05910-0000
25043.93281114011,STATE 152-102-36-25-3H,33-053-05950-0000
24972.516176701138,GOOD SHEPHERD 41-15-2H,33-053-05953-0000
25427.16412975698,GOOD SHEPHERD 21-15H,33-053-05956-0000
26775.24853961957,RIECKHOFF 21X-3E,33-053-06009-0000
23608.043476586536,HARLEY 11-2TFH-R,33-053-06042-0000
25403.938457508906,RANGER 21X-18A,33-053-06066-0000
26258.68247166259,RANGER 21X-18G,33-053-06070-0000
25968.655980624026,JORE FEDERAL 2-11-7H,33-053-06079-0000
24896.40790801958,JOHNSON FEDERAL 11X-5E,33-053-06143-0000
25931.039730917077,KINGS CANYON 2-8-34UTFH,33-053-06154-0000
26785.529513407047,KELLOGG RANCH FEDERAL 3-32H,33-053-06201-0000
19834.835043680097,ROLLA FEDERAL 153-96-29-12H,33-053-06227-0000
25996.715960782432,EMMA OWNER 23-14HW,33-053-06292-0000
25060.65235463754,KIRKLAND 41-28MBH,33-053-06423-0000
25589.9834405261,LEE 151-101-8-5-10TFH,33-053-06473-0000
25162.874604625362,MARLENE  42X-20C,33-053-06490-0000
25813.791436857933,CHICAGO 6-26H1,33-053-06529-0000
25679.11537115132,OLD HICKORY 43-32TFH,33-053-06577-0000
25839.309653876204,SUN NOTCH 43-32TFH,33-053-06578-0000
23486.895567462718,HENDRICKSON FEDERAL  3-36H2,33-053-06615-0000
22802.407296809695,HENDRICKSON FEDERAL 4-36H,33-053-06616-0000
24940.657860521642,ANDERSMADSON 5201 42-24 3B,33-053-06860-0000
26037.7118388406,KIRKLAND 1-23-14BH,33-053-05214-0000
25345.062667559137,TY WEBB  3-1-12H,33-053-05361-0000
19200.514987950195,MANDAREE 17-05H,33-053-05394-0000
24878.45197836875,BRENNA 152-96-24C-13-1HS,33-053-05576-0000
25068.311380005238,MONSON 152-102-35-26-2H,33-053-05581-0000
25001.678380878755,ROLFSRUD 3-11H1,33-053-05650-0000
24650.72451448233,BILLY RAY VALENTINE 3-8-5H,33-053-05675-0000
24557.744107716815,HA-SWENSON- 152-95-1819H-6,33-053-05685-0000
26344.266218887176,AN-EVENSON- 152-95-1003H-8,33-053-05721-0000
25160.258076277754,FINSAAS FEDERAL 31-16-3H,33-053-05738-0000
18987.257929174502,GILBERTSON 11X-26F,33-053-05754-0000
24588.363127058703,HA-SWENSON- LW-152-95-1819H-1,33-053-05813-0000
25724.62056730089,STATE 3-16-21BH,33-053-05828-0000
26314.072079556598,NELSON FEDERAL 41X-5D,33-053-05880-0000
25970.593452788096,HOFFMANN 14X-12B,33-053-05908-0000
24945.30208910888,AN-BRENNA- 153-94-3130H-5,33-053-05929-0000
26337.070640921705,HA-DAHL- 152-95-0706H-7,33-053-05971-0000
26247.119661067576,BW-NORGARD- 149-100-1102H-3,33-053-05993-0000
20045.6097737759,MOBERG 18-13LL,33-053-06017-0000
25325.64288266144,SIMPSON 151-102-5-8-1H,33-053-06098-0000
19600.434614367612,SKAAR FEDERAL 153-96-29-10H,33-053-06127-0000
25162.140736115838,WADE FEDERAL 5300 21-30 13B,33-053-06131-0000
24938.55512900657,TETONORMAN 1-1-3UTFH ULW,33-053-06153-0000
26353.357437717495,BW-HEIDI HO- 149-99-3526H-2,33-053-06160-0000
24640.23583589248,TARPON FEDERAL 44-19-3RTF,33-053-06213-0000
25421.954278843317,WISNESS 150-100-23-14-8H,33-053-06242-0000
25711.732264911672,JONES 2-15-22BH,33-053-06250-0000
25495.472708886966,EIDE 41-13-3H,33-053-06386-0000
25082.213135624614,RAVIN 8H,33-053-06401-0000
24904.097766482126,MORGAN 24-21MBH,33-053-06405-0000
25817.305577943254,BW-ARNEGARD STATE- 151-100-3625H-8,33-053-06443-0000
28289.579173964394,HOLSTEIN FEDERAL 5-25H1,33-053-06447-0000
28122.62465802934,HOLSTEIN FEDERAL 4-25H,33-053-06448-0000
22256.24280080535,HENDRICKSON  8-36H,33-053-06453-0000
25696.060898559917,CHICAGO 5-26H,33-053-06531-0000
26352.148785101,AN-PROSSER- 152-95-1102H-6,33-053-06533-0000
26317.10237916781,SYRACUSE 7-23H,33-053-06538-0000
25926.543997087232,FORT BERTHOLD 152-93-7C-6-13H,33-053-06579-0000
19290.94379953713,RIVERVIEW 102-32H,33-053-06603-0000
24928.189718381076,ANDERSON 148-100-7-6-4H,33-053-06611-0000
25565.839956475123,OLD HICKORY 41-32TFH,33-053-06614-0000
25314.543635564518,LUNDIN 14X-33A,33-053-06621-0000
18976.876624884822,STATE 11X-16MB5,33-053-06721-0000
25218.410329806677,STACEY 13-9H,33-053-06756-0000
26353.659650985857,CLARKS CREEK USA 14-35H,33-053-06865-0000
25595.40882897751,NORDENG 34X-23B,33-053-06878-0000
24425.591486995763,LANGWALD 24-9-1H,33-053-05741-0000
24895.96670348231,SAND CREEK FEDERAL 153-96-21-28-3H,33-053-06062-0000
26687.27400799115,ECKERT 41X-6G,33-053-06389-0000
25405.30733371277,SANDERS 150-100-9-10-4H,33-053-06943-0000
25490.04261702204,SANDERS 150-100-9-10-3H,33-053-06944-0000
25687.581373545076,JOHNSRUD  5198 12-18 6T,33-053-06977-0000
25280.049617057717,ROLFSON N  5198 14-17 10T,33-053-07041-0000
26932.899464142363,STENEHJEM 31X-28DXA,33-053-07068-0000
25552.71190171603,ROLFSON N  5198 11-17 3T,33-053-07096-0000
25443.060721856953,LAWLAR N 5199 42-23 5T,33-053-07112-0000
25194.545896197455,HA-SWENSON- 152-95-1819H-9,33-053-07125-0000
24529.546809715015,BB-BUDAHN- 150-95-0506H-7,33-053-07130-0000
25145.673040507387,ERNIE 3-2-11T2HD,33-053-07143-0000
25118.502675137705,HA-STATE- 152-95-1621H-6,33-053-07174-0000
25710.45388711759,LUCY EVANS  29-32HF,33-053-07188-0000
26255.25008926786,TAT 4-33-28T2HDR,33-053-07215-0000
25369.13219368964,BB-SIVERTSON- LS-151-95-2019H-1,33-053-07233-0000
24876.31960399287,JOHNSRUD FEDERAL 5198 11-18 3BX,33-053-07247-0000
24821.903635476872,GULLIKSON 44-34HU,33-053-07292-0000
25236.052560580865,KDM 2-7-6T3HD,33-053-07313-0000
25620.04989253729,FORLAND  5198 41-33 4T,33-053-07392-0000
25925.423853044333,QUILLFISH 149-95-36C-25H-TF-LLW,33-053-07421-0000
25289.651567516703,KOALA 31-25-2TFH,33-053-07519-0000
25669.46298394456,TARENTAISE FEDERAL 10-19H1,33-053-07553-0000
25211.08457013502,HA-ROLFSRUD- 152-96-1720H-8,33-053-07572-0000
25449.436290464277,HA-LINK- 152-95-3526H-6,33-053-07614-0000
23924.56474997194,PETROSHALE US 8H,33-053-07650-0000
26278.3782769333,OYLOE 5199 42-23 5T,33-053-07654-0000
25537.8985972143,CLARKS CREEK  74-0719H,33-053-07661-0000
21070.78291558242,HELLANDSAAS 44-8-1H,33-053-07770-0000
32221.41807933971,LUNDIN FEDERAL 11X-4F,33-053-07869-0000
26200.64231362277,OTIS 1-28-33T2HD,33-053-07977-0000
27138.5229705395,IAN QUICKSILVER 19-20-1H,33-053-08060-0000
25676.128116279524,ANDERSON STATE 152-96-16-21-6HLW,33-053-08071-0000
25555.449045430603,LASSEN  5-1-26UTFH,33-053-07643-0000
25275.05611037095,RAVIN 26-35-4H,33-053-05437-0000
25027.82099847288,WADE FEDERAL 5300 31-30 11T,33-053-05906-0000
26346.560293260296,BAILEY 6-24H1,33-053-06003-0000
24988.764115515998,BOGGS 29-32-30-31T3HD,33-053-06695-0000
26291.450718710825,SC-4WX- 153-98-3130H-3,33-053-05194-0000
25921.50951830545,HA-NELSON- 152-95-3328H-7,33-053-05471-0000
24524.083436085843,ARCHES 24-35MBH,33-053-05518-0000
24092.97411173847,MONARCH  152-94-32D-29H,33-053-05665-0000
25294.85256855434,KLINE FEDERAL 5300 41-18 9T,33-053-06025-0000
25843.75379778255,BW-JOHNSON- 149-99-1003H-5,33-053-06179-0000
25436.140807984215,KLINE FEDERAL 5300 11-18 3T,33-053-06225-0000
25681.927236920907,FOREMAN 6-2-1TH,33-053-06351-0000
22339.537493117445,HENDRICKSON 9-36H1,33-053-06452-0000
25221.438159438887,ECKERT FOUNDATION  152-102-22-15-10TFH,33-053-06564-0000
25308.952158475466,STENEHJEM  14-9H,33-053-06595-0000
25650.111189497795,JEROME 21-15MBH,33-053-06599-0000
25637.903876534056,DAILEY 7-12-13BH,33-053-06606-0000
19593.519137778694,HIDATSA 3W-2H-TF,33-053-06667-0000
26222.298999324983,TOBACCO GARDEN 24X-32F,33-053-06727-0000
25505.544092812448,FORT BERTHOLD 152-93-19D-18-8H,33-053-06751-0000
25305.047172649174,RITA 44X-34CXD,33-053-06753-0000
27050.344122646573,CURTIS  21-16 MBH-2NH,33-053-06781-0000
25123.451795565434,STATE 9-36-1BH,33-053-06800-0000
27403.678186551893,CHARMAINE USA 14-35TFH,33-053-06864-0000
25648.061206728667,SORENSON 31X-28D,33-053-06952-0000
21969.434131083122,WEST CLARK 103-0136H,33-053-06954-0000
25319.991445940497,AN-BRENNA- LW-153-94-3130H-1,33-053-06966-0000
25481.177927107292,JOHNSRUD  5198 12-18 10T,33-053-06981-0000
25495.430649449718,HA-CHAPIN- 152-95-2932H-8,33-053-07081-0000
25498.730563077057,LAWLAR N 5199 42-23 7T,33-053-07114-0000
24617.258093461587,ROLLA FEDERAL 31-3-1H,33-053-07152-0000
25170.151052834386,HA-STATE- 152-95-1621H-5,33-053-07175-0000
25309.88224383709,CHAMELEON STATE 21-16-2H,33-053-07202-0000
25523.155760218993,KOALA 14-32-2H,33-053-07308-0000
26222.688589357116,FORLAND 5098 13-4 10T,33-053-07398-0000
25806.894077406912,BB-FEDERAL 151-95-1708H-8,33-053-07477-0000
26233.085053468265,LUNDIN 11X-15F,33-053-07505-0000
24884.363568546414,KOALA 31-25-2H,33-053-07520-0000
25930.95103775602,FORSMAN USA 44-22H,33-053-07703-0000
25627.020324511002,MURPHY USA 34-22TFH-2B,33-053-07705-0000
25766.894235357508,LOVAAS  4-8-12 MBH,33-053-07707-0000
25627.677973474303,LOVAAS  6-8-12 MBH,33-053-07709-0000
25997.374806306885,PATSY 5198 12-17 8B,33-053-07798-0000
24488.929482868378,PATSY 5198 12-17 5T,33-053-07814-0000
26287.36414220528,CROFF 22B UTFH,33-053-07853-0000
26284.749837394305,CROFF 22C MBH,33-053-07855-0000
26156.446388766195,MATHISTAD 3NC-MTFH,33-053-07856-0000
25508.816654296217,GUNDERSON 15-22 4TFH,33-053-04035-0000
26271.433672643372,TRIANGLE 149-101-1-12-4H,33-053-04054-0000
25436.655694300694,ROWE 150-101-1-12-4H,33-053-04335-0000
25446.558383404226,KOALA 2-2-11-15H3,33-053-04361-0000
25567.54217651943,HOVDE 33-4 #3H,33-053-04417-0000
25407.56751292024,CORA 20-17 4H,33-053-04189-0000
25562.87020630508,WAHPETON 10-16H2,33-053-04734-0000
25431.87722210258,GLOVATSKY 145-98-24D-13-1H,33-053-04911-0000
19449.72707183574,PANZER 2-20MLH,33-053-03730-0000
25215.12145043129,TARPON FEDERAL 44-19-2RTF,33-053-04028-0000
26281.72888956128,ARNOLD 16X-12H,33-053-04214-0000
25181.58720764837,LOOMER 41X-4D,33-053-04985-0000
24506.65381245673,LIBERTY FEDERAL 13-36 36-31H TF1,33-053-04434-0000
25580.62541909599,ZION 148-95-02B-11H,33-053-04492-0000
26083.690862299376,GARMANN 19-18 2TFH,33-053-04586-0000
26342.181876907995,ROLLEFSTAD FEDERAL 11-3H-1,33-053-04740-0000
25327.288927891594,LOOMER 41X-3D,33-053-04933-0000
25127.658055011812,SCHLOTHAUER 24-8-1H,33-053-05230-0000
26252.2155263132,DONNA 12X-35H,33-053-05672-0000
25553.065733754924,PIRATE  2-2-11H,33-053-05378-0000
25894.314147320063,BB-BELQUIST- 150-95-1110H-8,33-053-06118-0000
24806.371017147994,RAYMOND  17-20 6H,33-053-04503-0000
24446.964644243668,USHER 28-21 1H,33-053-04699-0000
25433.066100059583,JEROME 21-15TFH 3SH,33-053-04873-0000
25959.54296381198,LAWLAR 2-5-8TH,33-053-04805-0000
25190.18937443901,SMOKEY 4-15-22-13H,33-053-04926-0000
25702.863783547546,AN-EVENSON 152-95-0310H-4,33-053-05025-0000
26049.9045915796,KOALA WOLD 153-97-1-5-29-1H3,33-053-05052-0000
26928.56210882601,SKARSTON 1-12 #6TFH,33-053-05085-0000
